"SeqAcaoAuto","Pcte","NroEmpresa","Resultado","ResultadoCmpl","Acao","SeqUsuario","AssuntoCmpl","Operacao","UsaObjDyn","Exigida","GerarPara","FormaGeracao","QtdeDias","QtdeHU","Departamento","AtivoReceptivo","FormaPrimCont","Prioridade","SemConfirmacao","TipoAgendamento","Mesmoprocesso","SeqOrder","CHKSUM","QuebraDNA","EXIGESCOLHAATDGRPO","INDGERAPARAPESPRC","EMUSO","PROPAGAFORMTRAB","SOLICDATAAGD","HORAAGENDA"
"8687","","10","3493","","","1160","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8688","","18","3493","","","1260","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8689","","7","3493","","","1122","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8690","","1","3493","","","1121","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8691","","13","3493","","","1255","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8692","","17","3493","","","1259","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8693","","16","3493","","","1258","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8694","","","3433","","808","910","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8695","","2","3435","","772","1126","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"2386","","7","1511","","421","694","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2387","","4","1511","","421","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2388","","11","1511","","421","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2390","","3","1511","","421","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2391","","1","1523","","356","1157","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","0","0",""
"2392","","7","1523","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2393","","4","1523","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2394","","11","1523","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2395","","3","1523","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2396","","2","1523","","356","421","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2397","","","1164","","","-7","","","","S","","","0","0,00","","A","","","S","C","S","1","","","","","1","","0",""
"2399","","","1524","","","516","","","","S","","","0","0,00","","A","","","S","C","S","1","","","","","1","","0",""
"2400","","","1270","","","516","","","","N","","","0","0,00","","A","","1","S","C","S","1","","","","","1","","0",""
"2401","","","1270","Máquinas","296","","","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"2406","","2","1435","Com Contrato","363","756","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2408","","","1533","","","-5","","","","S","","","0","0,00","","A","","","S","C","S","1","","","","","1","","0",""
"2426","","","729","","367","576","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2238","","","1414","Processo Completo","337","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2239","","","1440","","333","577","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2243","","2","1414","Aguard Docto Compl","338","756","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2249","","3","672","","131","591","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2302","","","1491","","351","690","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2303","","","1494","","167","489","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2304","","","1418","Com Refaturamento","333","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2306","","1","1339","","333","167","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2821","","2","1736","","356","421","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2842","","1","1736","","356","1157","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","0","0",""
"2843","","7","1736","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2844","","10","1736","","356","421","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2845","","5","1736","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2846","","12","1736","","356","421","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2847","","4","1736","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2848","","11","1736","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2849","","9","1736","","356","1150","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","0","0",""
"2850","","3","1736","","356","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2854","","10","1511","","421","1272","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"2855","","5","1511","","421","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2857","","9","1511","","421","1272","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"2858","","","1586","","377","","Prospecção","","","N","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2859","","","1713","","423","686","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2860","","","1714","","423","686","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2862","","1","1508","","413","1272","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"2863","","7","1508","","413","694","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2865","","5","1508","","413","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2867","","4","1508","","413","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2868","","11","1508","","413","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2870","","3","1508","","413","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2872","","1","1754","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2873","","7","1754","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2874","","10","1754","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2875","","5","1754","","422","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2876","","12","1754","","422","632","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2877","","4","1754","","422","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2878","","11","1754","","422","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2879","","3","1754","","422","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2880","","9","1754","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2881","","2","1754","","422","632","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2882","","","1734","","419","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2883","","","1735","","420","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2894","","1","1757","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2895","","7","1757","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2896","","10","1757","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2897","","5","1757","","422","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2898","","12","1757","","422","632","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2899","","4","1757","","422","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2900","","11","1757","","422","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2901","","9","1757","","422","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2902","","3","1757","","422","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2903","","2","1757","","422","632","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2906","","7","1763","","417","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2908","","5","1763","","417","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2909","","12","1763","","417","632","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2911","","11","1763","","417","827","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2912","","3","1763","","417","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2913","","2","1763","","417","632","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"2915","","","1765","","425","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3294","","","1964","","382","-5","Oportunidade Prospecção","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3295","","","1787","","413","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3303","","","1980","","272","","Oportunidade Prospecção","","","S","","","0","0,00","","A","","","N","A","N","1","","1","","","1","","0",""
"3309","","1","243","","491","819","","","","S","","","5","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3311","","7","243","","491","1272","","","0","S","","","5","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"3315","","2","243","","491","1272","","","0","S","","","5","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"3316","","3","243","","491","1272","","","0","S","","","5","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"3588","","7","593","","131","674","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3590","","3","593","","131","591","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3592","","2","593","","131","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3611","","","2093","","272","-15","Oportunidade Prospecção","","0","S","","","0","0,00","","A","","","N","A","N","100","","0","0","","1","0","0",""
"3612","","","1586","Seguro","104","","Prospecção","","","S","","","0","0,00","","A","","","N","A","S","1","","0","","","1","","0",""
"3613","","","2094","","104","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3618","","1","1988","","512","1272","","","0","N","","","0","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"3619","","3","1988","","512","1272","","","0","N","","","0","0,00","","A","","","N","A","S","1","","0","1","","1","0","0",""
"3620","","7","1988","","512","686","","","","N","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3621","","7","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3622","","11","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3623","","4","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3624","","1","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3625","","3","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3626","","10","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3627","","2","1152","","266","667","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3628","","","2071","PEÇAS","392","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3629","","","2071","SERVIÇOS","478","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3631","","","2071","CONSORCIO","459","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3716","","","2108","Serviços","478","679","Contato via fone prospecção","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3717","","","2108","Peças","392","679","Contato via fone prospecção","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3718","","","2108","Máquinas","376","679","Contato via fone prospecção","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3720","","1","1178","","273","127","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3721","","7","1178","","273","782","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3722","","2","1178","","273","747","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3723","","","466","","104","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
